Date,Location,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
2021-07-16,Adilabad,57,318.3495833333333,0.2133333333333333,3.919166666666667,57.26499999999999,1.9020833333333331,21.499583333333334,23.409166666666668,1.5491666666666666
2021-07-16,Karimnagar,53,348.2516666666666,0.34625,6.211666666666666,53.19833333333333,3.1079166666666667,18.659166666666668,21.16333333333333,2.1875
2021-07-16,Khammam,59,317.79291666666666,0.1883333333333333,4.02125,59.06916666666667,3.4129166666666664,22.043333333333333,24.190416666666664,1.00125
2021-07-16,Nizamabad,46,328.22291666666666,0.2154166666666666,3.998333333333333,46.42458333333334,1.3204166666666668,12.94,14.943333333333332,2.77125
2021-07-16,Warangal,54,300.965,0.3333333333333333,4.272916666666666,53.645,2.3041666666666667,16.840416666666666,18.39875,1.50125
2021-07-17,Adilabad,52,326.5541666666667,0.1958333333333333,4.859166666666667,51.64875,3.4279166666666665,20.867916666666662,21.98625,2.12
2021-07-17,Karimnagar,53,356.8725,0.1833333333333333,5.3825,52.98125,4.633333333333334,20.548333333333336,22.75333333333333,2.9654166666666666
2021-07-17,Khammam,56,315.70708333333334,0.1875,3.975,55.969166666666666,4.719166666666667,24.61916666666667,25.96666666666667,0.73
2021-07-17,Nizamabad,36,291.9241666666667,0.11625,3.3470833333333334,35.55458333333333,1.1979166666666667,9.41875,10.7325,2.535416666666667
2021-07-17,Warangal,51,353.1175,0.1875,3.7604166666666665,51.09708333333333,1.1291666666666669,22.6275,24.135,2.08
2021-07-18,Adilabad,34,288.4470833333333,0.1566666666666666,4.412083333333333,34.135,2.373333333333333,10.624583333333334,11.520416666666668,2.1566666666666667
2021-07-18,Karimnagar,43,323.9116666666667,0.175,4.504583333333334,42.9675,3.175416666666667,12.885416666666666,14.53875,2.6108333333333333
2021-07-18,Khammam,61,386.3570833333333,0.0770833333333333,3.95,61.39291666666667,4.156666666666667,33.96875,35.42541666666667,0.9191666666666668
2021-07-18,Nizamabad,37,286.77791666666667,0.1333333333333333,3.5079166666666666,36.72375,1.5508333333333333,7.833333333333333,9.0925,2.3683333333333336
2021-07-18,Warangal,43,381.0729166666667,0.21,4.520833333333333,42.6325,1.0725,23.1375,25.00375,2.5370833333333334
2021-07-19,Adilabad,32,266.6116666666667,0.1320833333333333,3.8679166666666656,31.58375,1.7720833333333337,5.498333333333334,6.260416666666667,1.6641666666666666
2021-07-19,Karimnagar,37,319.18375,0.1929166666666666,4.98625,37.41708333333333,2.9716666666666662,7.951666666666667,9.29375,2.3520833333333333
2021-07-19,Khammam,53,348.39000000000004,0.2166666666666666,5.299166666666666,52.86208333333334,5.229583333333333,21.7775,23.186666666666667,1.13
2021-07-19,Nizamabad,33,288.725,0.1641666666666666,4.182083333333334,32.82041666666667,2.8354166666666667,6.417916666666667,7.571666666666666,1.9170833333333333
2021-07-19,Warangal,38,338.2370833333333,0.2691666666666666,4.050833333333333,38.13166666666667,1.1954166666666668,11.856666666666667,13.297916666666666,2.0704166666666666
2021-07-20,Adilabad,29,265.77791666666667,0.17625,4.542916666666667,28.67125,2.27375,5.014166666666667,5.75875,1.2758333333333334
2021-07-20,Karimnagar,36,274.67958333333337,0.1441666666666666,4.617916666666667,35.584583333333335,3.141666666666667,4.017083333333333,4.86125,1.6291666666666669
2021-07-20,Khammam,33,275.93083333333334,0.065,3.302083333333333,32.63291666666667,1.1933333333333334,3.72375,4.653333333333333,1.49375
2021-07-20,Nizamabad,34,269.81125000000003,0.19875,5.065416666666667,34.145833333333336,4.199583333333334,6.239999999999999,7.302083333333333,1.54875
2021-07-20,Warangal,33,268.83708333333334,0.07,3.689166666666667,33.37916666666666,0.9275,3.199583333333333,4.12125,1.83875
2021-07-21,Adilabad,28,243.24666666666667,0.1341666666666666,3.837916666666666,28.29083333333333,1.8004166666666668,4.305,4.59125,0.67125
2021-07-21,Karimnagar,35,244.49750000000003,0.1895833333333333,3.4433333333333334,35.30083333333334,1.65,3.645,4.102916666666666,0.9083333333333332
2021-07-21,Khammam,37,267.8645833333333,0.0895833333333333,3.084583333333333,36.53791666666667,1.0608333333333333,5.77875,6.184583333333333,0.6316666666666667
2021-07-21,Nizamabad,33,236.8479166666667,0.1349999999999999,3.6625,32.53,2.49375,4.9475,5.520416666666667,0.9604166666666668
2021-07-21,Warangal,35,245.05541666666667,0.12375,2.778333333333333,34.52708333333333,0.4554166666666666,3.5345833333333334,4.057083333333334,0.9016666666666668
2021-07-22,Adilabad,19,231.91125,0.1399999999999999,3.6845833333333338,19.34875,1.5454166666666669,3.219583333333333,3.502083333333333,0.6875
2021-07-22,Karimnagar,28,238.65625,0.0966666666666666,5.432083333333334,28.02125,3.4625,5.881666666666667,6.392500000000001,0.7912500000000001
2021-07-22,Khammam,25,253.9558333333333,0.0729166666666666,4.265416666666667,24.84125,1.05,3.33625,3.6325,0.4916666666666667
2021-07-22,Nizamabad,26,238.10041666666663,0.105,4.8566666666666665,25.91333333333333,3.0620833333333333,6.776666666666667,7.2425,0.76125
2021-07-22,Warangal,28,232.53791666666663,0.055,3.459583333333333,28.32,0.9333333333333332,3.5108333333333337,3.999166666666667,0.8779166666666667
2021-07-23,Adilabad,21,264.9425,0.14875,4.835,20.8175,2.3633333333333333,7.791250000000001,8.373333333333333,0.9641666666666668
2021-07-23,Karimnagar,29,258.9629166666667,0.21375,4.46125,29.371666666666663,2.6966666666666668,6.11625,6.855416666666667,1.1808333333333334
2021-07-23,Khammam,27,257.8495833333333,0.0345833333333333,3.77375,27.29833333333333,1.1541666666666666,5.00375,5.53375,0.9154166666666668
2021-07-23,Nizamabad,27,251.45125,0.1041666666666666,5.578749999999999,26.524583333333336,4.1000000000000005,7.9425,9.165833333333332,1.434583333333333
2021-07-23,Warangal,30,252.01083333333332,0.1629166666666666,3.34125,30.01833333333333,0.915,4.959583333333334,5.672083333333333,1.211666666666667
2021-07-24,Adilabad,21,297.2083333333333,0.2041666666666667,6.306666666666668,21.357083333333332,3.07625,9.815,10.743333333333332,1.5783333333333334
2021-07-24,Karimnagar,26,263.83166666666665,0.1183333333333333,3.9525,26.41208333333333,1.9358333333333333,5.332916666666667,6.750416666666666,3.0224999999999995
2021-07-24,Khammam,28,265.9158333333333,0.0725,3.077083333333333,27.59,0.9233333333333332,5.452083333333333,6.923749999999999,2.420833333333333
2021-07-24,Nizamabad,25,249.36625,0.1116666666666666,4.405833333333333,25.12375,3.395,5.87875,7.357916666666667,2.8375
2021-07-24,Warangal,26,254.79,0.0616666666666666,2.8966666666666665,26.42708333333333,0.63875,5.125,6.599166666666666,2.89875
2021-07-25,Adilabad,30,240.3258333333333,0.15375,3.0108333333333337,29.70583333333333,1.64,3.735416666666667,4.847916666666666,2.624166666666667
2021-07-25,Karimnagar,29,251.45166666666668,0.1808333333333333,3.19125,28.5875,1.41125,2.515833333333333,3.6183333333333336,3.2925
2021-07-25,Khammam,30,265.22125,0.1091666666666666,3.450416666666667,29.541666666666668,2.145833333333333,3.889166666666666,5.40875,2.75875
2021-07-25,Nizamabad,29,236.9875,0.1091666666666666,2.63375,29.116666666666664,1.6641666666666666,2.4716666666666667,3.5258333333333334,3.25625
2021-07-25,Warangal,26,246.30625,0.0625,2.9958333333333336,26.405833333333334,0.7929166666666667,2.353333333333333,3.4745833333333334,3.1341666666666668
2021-07-26,Adilabad,34,236.57208333333327,0.1670833333333333,3.5595833333333338,34.3925,2.4679166666666665,4.13625,5.239583333333333,2.6054166666666667
2021-07-26,Karimnagar,30,254.79,0.1220833333333333,3.595416666666667,30.115416666666665,1.62375,2.34875,3.5733333333333337,3.60375
2021-07-26,Khammam,34,268.4208333333333,0.11375,3.439166666666667,34.07958333333333,2.200833333333333,4.024583333333333,5.855416666666667,3.0454166666666667
