,Region,Month,Year,Start_Date,End_Date,Start_Date_Unix,End_Date_Unix,Full Location,LatLong
77,Karimnagar,APR,2022,01-04-22,30-04-22,1648751400,1651257000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
78,Karimnagar,MAY,2022,01-05-22,31-05-22,1651343400,1653935400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
79,Karimnagar,JUN,2022,01-06-22,30-06-22,1654021800,1656527400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
80,Karimnagar,JUL,2022,01-07-22,31-07-22,1656613800,1659205800,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
81,Karimnagar,AUG,2022,01-08-22,31-08-22,1659292200,1661884200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
82,Karimnagar,SEP,2022,01-09-22,30-09-22,1661970600,1664476200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
83,Karimnagar,OCT,2022,01-10-22,31-10-22,1664562600,1667154600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
84,Karimnagar,NOV,2022,01-11-22,30-11-22,1667241000,1669746600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
85,Karimnagar,DEC,2022,01-12-22,31-12-22,1669833000,1672425000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
86,Khammam,JAN,2022,01-01-22,31-01-22,1640975400,1643567400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
87,Khammam,FEB,2022,01-02-22,28-02-22,1643653800,1645986600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
88,Khammam,MAR,2022,01-03-22,31-03-22,1646073000,1648665000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
89,Khammam,APR,2022,01-04-22,30-04-22,1648751400,1651257000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
90,Khammam,MAY,2022,01-05-22,31-05-22,1651343400,1653935400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
91,Khammam,JUN,2022,01-06-22,30-06-22,1654021800,1656527400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
92,Khammam,JUL,2022,01-07-22,31-07-22,1656613800,1659205800,"Khammam, Telangana, India",lat=17.5&lon=80.333333
93,Khammam,AUG,2022,01-08-22,31-08-22,1659292200,1661884200,"Khammam, Telangana, India",lat=17.5&lon=80.333333
94,Khammam,SEP,2022,01-09-22,30-09-22,1661970600,1664476200,"Khammam, Telangana, India",lat=17.5&lon=80.333333
95,Khammam,OCT,2022,01-10-22,31-10-22,1664562600,1667154600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
96,Khammam,NOV,2022,01-11-22,30-11-22,1667241000,1669746600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
97,Khammam,DEC,2022,01-12-22,31-12-22,1669833000,1672425000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
98,Adilabad,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
99,Adilabad,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
100,Adilabad,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
101,Adilabad,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
102,Adilabad,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
103,Adilabad,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
104,Adilabad,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Adilabad, Telangana, India",lat=19.5&lon=78.5
105,Adilabad,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
106,Adilabad,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
107,Adilabad,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
108,Adilabad,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
109,Adilabad,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
110,Nizamabad,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
111,Nizamabad,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
112,Nizamabad,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
113,Nizamabad,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
114,Nizamabad,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
115,Nizamabad,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
116,Nizamabad,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
117,Nizamabad,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
118,Nizamabad,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
119,Nizamabad,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
120,Nizamabad,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
121,Nizamabad,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
122,Warangal,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
123,Warangal,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
124,Warangal,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
125,Warangal,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
126,Warangal,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
127,Warangal,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
128,Warangal,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
129,Warangal,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
130,Warangal,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
131,Warangal,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
132,Warangal,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
133,Warangal,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
134,Warangal,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
135,Warangal,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
136,Warangal,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
137,Warangal,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
138,Warangal,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
139,Warangal,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
140,Warangal,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
141,Warangal,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
142,Warangal,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
143,Warangal,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
144,Warangal,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
145,Warangal,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
146,Karimnagar,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
147,Karimnagar,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
148,Karimnagar,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
149,Karimnagar,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
150,Karimnagar,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
151,Karimnagar,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
152,Karimnagar,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
153,Karimnagar,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
154,Karimnagar,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
155,Karimnagar,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
156,Karimnagar,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
157,Karimnagar,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
158,Karimnagar,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
159,Karimnagar,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
160,Karimnagar,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
161,Karimnagar,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
162,Karimnagar,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
163,Karimnagar,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
164,Karimnagar,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
165,Karimnagar,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
166,Karimnagar,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
167,Karimnagar,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
168,Karimnagar,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
169,Karimnagar,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
170,Khammam,JAN,2021,01-01-21,31-01-21,1609439400,1612031400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
171,Khammam,FEB,2021,01-02-21,28-02-21,1612117800,1614450600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
172,Khammam,MAR,2021,01-03-21,31-03-21,1614537000,1617129000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
173,Khammam,APR,2021,01-04-21,30-04-21,1617215400,1619721000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
174,Khammam,MAY,2021,01-05-21,31-05-21,1619807400,1622399400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
175,Khammam,JUN,2021,01-06-21,30-06-21,1622485800,1624991400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
176,Khammam,JUL,2021,01-07-21,31-07-21,1625077800,1627669800,"Khammam, Telangana, India",lat=17.5&lon=80.333333
177,Khammam,AUG,2021,01-08-21,31-08-21,1627756200,1630348200,"Khammam, Telangana, India",lat=17.5&lon=80.333333
178,Khammam,SEP,2021,01-09-21,30-09-21,1630434600,1632940200,"Khammam, Telangana, India",lat=17.5&lon=80.333333
179,Khammam,OCT,2021,01-10-21,31-10-21,1633026600,1635618600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
180,Khammam,NOV,2021,01-11-21,30-11-21,1635705000,1638210600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
181,Khammam,DEC,2021,01-12-21,31-12-21,1638297000,1640889000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
182,Adilabad,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
183,Adilabad,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
184,Adilabad,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
185,Adilabad,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
186,Adilabad,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
187,Adilabad,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
188,Adilabad,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Adilabad, Telangana, India",lat=19.5&lon=78.5
189,Adilabad,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
190,Adilabad,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
191,Adilabad,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
192,Adilabad,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
193,Adilabad,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
194,Nizamabad,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
195,Nizamabad,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
196,Nizamabad,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
197,Nizamabad,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
198,Nizamabad,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
199,Nizamabad,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
200,Nizamabad,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
201,Nizamabad,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
202,Nizamabad,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
203,Nizamabad,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
204,Nizamabad,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
205,Nizamabad,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
206,Warangal,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
207,Warangal,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
208,Warangal,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
209,Warangal,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
210,Warangal,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
211,Warangal,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
212,Warangal,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
213,Warangal,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
214,Warangal,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
215,Warangal,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
216,Warangal,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
217,Warangal,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
218,Warangal,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
219,Warangal,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
220,Warangal,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
221,Warangal,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
222,Warangal,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
223,Warangal,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
224,Warangal,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
225,Warangal,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
226,Warangal,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
227,Warangal,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
228,Warangal,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
229,Warangal,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
230,Karimnagar,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
231,Karimnagar,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
232,Karimnagar,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
233,Karimnagar,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
234,Karimnagar,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
235,Karimnagar,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
236,Karimnagar,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
237,Karimnagar,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
238,Karimnagar,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
239,Karimnagar,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
240,Karimnagar,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
241,Karimnagar,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
242,Karimnagar,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
243,Karimnagar,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
244,Karimnagar,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
245,Karimnagar,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
246,Karimnagar,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
247,Karimnagar,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
248,Karimnagar,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
249,Karimnagar,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
250,Karimnagar,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
251,Karimnagar,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
252,Karimnagar,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
253,Karimnagar,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
254,Khammam,JAN,2020,01-01-20,31-01-20,1577817000,1580409000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
255,Khammam,FEB,2020,01-02-20,29-02-20,1580495400,1582914600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
256,Khammam,MAR,2020,01-03-20,31-03-20,1583001000,1585593000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
257,Khammam,APR,2020,01-04-20,30-04-20,1585679400,1588185000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
258,Khammam,MAY,2020,01-05-20,31-05-20,1588271400,1590863400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
259,Khammam,JUN,2020,01-06-20,30-06-20,1590949800,1593455400,"Khammam, Telangana, India",lat=17.5&lon=80.333333
260,Khammam,JUL,2020,01-07-20,31-07-20,1593541800,1596133800,"Khammam, Telangana, India",lat=17.5&lon=80.333333
261,Khammam,AUG,2020,01-08-20,31-08-20,1596220200,1598812200,"Khammam, Telangana, India",lat=17.5&lon=80.333333
262,Khammam,SEP,2020,01-09-20,30-09-20,1598898600,1601404200,"Khammam, Telangana, India",lat=17.5&lon=80.333333
263,Khammam,OCT,2020,01-10-20,31-10-20,1601490600,1604082600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
264,Khammam,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
265,Khammam,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
266,Adilabad,JAN,2019,01-01-19,31-01-19,1546281000,1548873000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
267,Adilabad,FEB,2019,01-02-19,28-02-19,1548959400,1551292200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
268,Adilabad,MAR,2019,01-03-19,31-03-19,1551378600,1553970600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
269,Adilabad,APR,2019,01-04-19,30-04-19,1554057000,1556562600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
270,Adilabad,MAY,2019,01-05-19,31-05-19,1556649000,1559241000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
271,Adilabad,JUN,2019,01-06-19,30-06-19,1559327400,1561833000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
272,Adilabad,JUL,2019,01-07-19,31-07-19,1561919400,1564511400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
273,Adilabad,AUG,2019,01-08-19,31-08-19,1564597800,1567189800,"Adilabad, Telangana, India",lat=19.5&lon=78.5
274,Adilabad,SEP,2019,01-09-19,30-09-19,1567276200,1569781800,"Adilabad, Telangana, India",lat=19.5&lon=78.5
275,Adilabad,OCT,2019,01-10-19,31-10-19,1569868200,1572460200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
276,Adilabad,NOV,2019,01-11-19,30-11-19,1572546600,1575052200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
277,Adilabad,DEC,2019,01-12-19,31-12-19,1575138600,1577730600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
278,Nizamabad,JAN,2019,01-01-19,31-01-19,1546281000,1548873000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
279,Nizamabad,FEB,2019,01-02-19,28-02-19,1548959400,1551292200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
280,Nizamabad,MAR,2019,01-03-19,31-03-19,1551378600,1553970600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
281,Nizamabad,APR,2019,01-04-19,30-04-19,1554057000,1556562600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
282,Nizamabad,MAY,2019,01-05-19,31-05-19,1556649000,1559241000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
283,Nizamabad,JUN,2019,01-06-19,30-06-19,1559327400,1561833000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
