,Region,Month,Year,Start_Date,End_Date,Start_Date_Unix,End_Date_Unix,Full Location,LatLong
46,Warangal,SEP,2022,01-09-22,30-09-22,1661970600,1664476200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
47,Warangal,OCT,2022,01-10-22,31-10-22,1664562600,1667154600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
48,Warangal,NOV,2022,01-11-22,30-11-22,1667241000,1669746600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
49,Warangal,DEC,2022,01-12-22,31-12-22,1669833000,1672425000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
50,Warangal,JAN,2022,01-01-22,31-01-22,1640975400,1643567400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
51,Warangal,FEB,2022,01-02-22,28-02-22,1643653800,1645986600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
52,Warangal,MAR,2022,01-03-22,31-03-22,1646073000,1648665000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
53,Warangal,APR,2022,01-04-22,30-04-22,1648751400,1651257000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
54,Warangal,MAY,2022,01-05-22,31-05-22,1651343400,1653935400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
55,Warangal,JUN,2022,01-06-22,30-06-22,1654021800,1656527400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
56,Warangal,JUL,2022,01-07-22,31-07-22,1656613800,1659205800,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
57,Warangal,AUG,2022,01-08-22,31-08-22,1659292200,1661884200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
58,Warangal,SEP,2022,01-09-22,30-09-22,1661970600,1664476200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
59,Warangal,OCT,2022,01-10-22,31-10-22,1664562600,1667154600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
60,Warangal,NOV,2022,01-11-22,30-11-22,1667241000,1669746600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
61,Warangal,DEC,2022,01-12-22,31-12-22,1669833000,1672425000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
62,Karimnagar,JAN,2022,01-01-22,31-01-22,1640975400,1643567400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
63,Karimnagar,FEB,2022,01-02-22,28-02-22,1643653800,1645986600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
64,Karimnagar,MAR,2022,01-03-22,31-03-22,1646073000,1648665000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
65,Karimnagar,APR,2022,01-04-22,30-04-22,1648751400,1651257000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
66,Karimnagar,MAY,2022,01-05-22,31-05-22,1651343400,1653935400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
67,Karimnagar,JUN,2022,01-06-22,30-06-22,1654021800,1656527400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
68,Karimnagar,JUL,2022,01-07-22,31-07-22,1656613800,1659205800,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
69,Karimnagar,AUG,2022,01-08-22,31-08-22,1659292200,1661884200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
70,Karimnagar,SEP,2022,01-09-22,30-09-22,1661970600,1664476200,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
71,Karimnagar,OCT,2022,01-10-22,31-10-22,1664562600,1667154600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
72,Karimnagar,NOV,2022,01-11-22,30-11-22,1667241000,1669746600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
73,Karimnagar,DEC,2022,01-12-22,31-12-22,1669833000,1672425000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
74,Karimnagar,JAN,2022,01-01-22,31-01-22,1640975400,1643567400,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
75,Karimnagar,FEB,2022,01-02-22,28-02-22,1643653800,1645986600,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
76,Karimnagar,MAR,2022,01-03-22,31-03-22,1646073000,1648665000,"Karimnagar, Telangana, India",lat=18.4348122&lon=79.1328042
