,Region,Month,Year,Start_Date,End_Date,Start_Date_Unix,End_Date_Unix,Full Location,LatLong
250,Khammam,NOV,2020,01-11-20,30-11-20,1604169000,1606674600,"Khammam, Telangana, India",lat=17.5&lon=80.333333
251,Khammam,DEC,2020,01-12-20,31-12-20,1606761000,1609353000,"Khammam, Telangana, India",lat=17.5&lon=80.333333
252,Adilabad,JAN,2019,01-01-19,31-01-19,1546281000,1548873000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
253,Adilabad,FEB,2019,01-02-19,28-02-19,1548959400,1551292200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
254,Adilabad,MAR,2019,01-03-19,31-03-19,1551378600,1553970600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
255,Adilabad,APR,2019,01-04-19,30-04-19,1554057000,1556562600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
256,Adilabad,MAY,2019,01-05-19,31-05-19,1556649000,1559241000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
257,Adilabad,JUN,2019,01-06-19,30-06-19,1559327400,1561833000,"Adilabad, Telangana, India",lat=19.5&lon=78.5
258,Adilabad,JUL,2019,01-07-19,31-07-19,1561919400,1564511400,"Adilabad, Telangana, India",lat=19.5&lon=78.5
259,Adilabad,AUG,2019,01-08-19,31-08-19,1564597800,1567189800,"Adilabad, Telangana, India",lat=19.5&lon=78.5
260,Adilabad,SEP,2019,01-09-19,30-09-19,1567276200,1569781800,"Adilabad, Telangana, India",lat=19.5&lon=78.5
261,Adilabad,OCT,2019,01-10-19,31-10-19,1569868200,1572460200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
262,Adilabad,NOV,2019,01-11-19,30-11-19,1572546600,1575052200,"Adilabad, Telangana, India",lat=19.5&lon=78.5
263,Adilabad,DEC,2019,01-12-19,31-12-19,1575138600,1577730600,"Adilabad, Telangana, India",lat=19.5&lon=78.5
264,Nizamabad,JAN,2019,01-01-19,31-01-19,1546281000,1548873000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
265,Nizamabad,FEB,2019,01-02-19,28-02-19,1548959400,1551292200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
266,Nizamabad,MAR,2019,01-03-19,31-03-19,1551378600,1553970600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
267,Nizamabad,APR,2019,01-04-19,30-04-19,1554057000,1556562600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
268,Nizamabad,MAY,2019,01-05-19,31-05-19,1556649000,1559241000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
269,Nizamabad,JUN,2019,01-06-19,30-06-19,1559327400,1561833000,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
270,Nizamabad,JUL,2019,01-07-19,31-07-19,1561919400,1564511400,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
271,Nizamabad,AUG,2019,01-08-19,31-08-19,1564597800,1567189800,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
272,Nizamabad,SEP,2019,01-09-19,30-09-19,1567276200,1569781800,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
273,Nizamabad,OCT,2019,01-10-19,31-10-19,1569868200,1572460200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
274,Nizamabad,NOV,2019,01-11-19,30-11-19,1572546600,1575052200,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
275,Nizamabad,DEC,2019,01-12-19,31-12-19,1575138600,1577730600,"Nizamabad, Telangana, India",lat=18.75&lon=78.25
276,Warangal,JAN,2019,01-01-19,31-01-19,1546281000,1548873000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
277,Warangal,FEB,2019,01-02-19,28-02-19,1548959400,1551292200,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
278,Warangal,MAR,2019,01-03-19,31-03-19,1551378600,1553970600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
279,Warangal,APR,2019,01-04-19,30-04-19,1554057000,1556562600,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
280,Warangal,MAY,2019,01-05-19,31-05-19,1556649000,1559241000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
281,Warangal,JUN,2019,01-06-19,30-06-19,1559327400,1561833000,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
282,Warangal,JUL,2019,01-07-19,31-07-19,1561919400,1564511400,"Warangal, Telangana, India",lat=17.9820644&lon=79.5970954
